               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.098906,           0.0060695,                   0,             0.11707,              0.1034,            0.036353,             0.01068,            0.040215,           0.0053733,                   0,           0.0028041,           0.0028041,            0.072175
                   1,            0.076466,           0.0057658,                   0,            0.049617,             0.04898,           0.0054147,           0.0017558,            0.050466,           0.0037513,                   0,           0.0056117,           0.0056117,            0.022834
                   2,            0.077736,           0.0051321,                   0,             0.11829,             0.18095,            0.050062,            0.017012,            0.038985,           0.0040119,                   0,           0.0065359,           0.0065359,           0.0065359
                   3,            0.072433,            0.004672,                   0,             0.13787,             0.15238,            0.062228,            0.018135,            0.039638,           0.0039935,                   0,           0.0065359,           0.0065359,           0.0065359
                   4,             0.06799,           0.0044146,                   0,             0.33685,             0.24189,             0.19037,            0.079509,            0.035149,           0.0039689,                   0,           0.0065308,           0.0065308,           0.0065308
                   5,             0.06636,           0.0039954,                   0,             0.38208,             0.32789,             0.28467,             0.12264,            0.032228,           0.0034235,                   0,           0.0065237,           0.0065237,           0.0065237
                   6,            0.063259,           0.0038797,                   0,               0.345,             0.32517,             0.25682,            0.098231,             0.03149,           0.0032661,                   0,           0.0065146,           0.0065146,           0.0065146
                   7,            0.061357,            0.003801,                   0,             0.47489,             0.32361,             0.31831,             0.15037,            0.031322,           0.0033765,                   0,           0.0065034,           0.0065034,           0.0065034
                   8,             0.06112,           0.0037823,                   0,             0.59173,             0.39864,              0.3939,             0.18733,            0.030556,           0.0031062,                   0,           0.0064902,           0.0064902,           0.0064902
                   9,            0.058938,            0.003697,                   0,             0.39358,              0.4585,             0.35119,             0.18562,            0.028197,           0.0032516,                   0,            0.006475,            0.006475,            0.006475
                  10,            0.059248,           0.0036796,                   0,             0.56391,             0.38353,             0.38888,             0.16585,            0.030412,           0.0028708,                   0,           0.0064578,           0.0064578,           0.0064578
                  11,            0.057709,           0.0036784,                   0,             0.46961,             0.35238,             0.31718,             0.14893,            0.032803,            0.003518,                   0,           0.0064386,           0.0064386,           0.0064386
                  12,            0.057035,           0.0036366,                   0,             0.63676,              0.4517,             0.47652,             0.23358,            0.027968,           0.0032441,                   0,           0.0064175,           0.0064175,           0.0064175
                  13,            0.056435,           0.0035137,                   0,             0.63007,             0.40952,             0.42208,             0.20019,            0.028708,           0.0031577,                   0,           0.0063944,           0.0063944,           0.0063944
                  14,            0.058284,           0.0036801,                   0,             0.52965,             0.42721,             0.39197,             0.18348,            0.029119,           0.0035496,                   0,           0.0063694,           0.0063694,           0.0063694
                  15,            0.056556,           0.0036722,                   0,             0.60544,             0.47211,             0.48883,             0.23517,            0.026874,           0.0027828,                   0,           0.0063424,           0.0063424,           0.0063424
                  16,            0.054734,           0.0034886,                   0,             0.66388,              0.4898,             0.50421,             0.26075,            0.026888,           0.0028003,                   0,           0.0063136,           0.0063136,           0.0063136
                  17,            0.054115,           0.0035271,                   0,             0.63281,             0.45986,             0.48545,             0.24896,            0.027153,           0.0028713,                   0,           0.0062828,           0.0062828,           0.0062828
                  18,            0.053916,           0.0034246,                   0,             0.69381,             0.45937,             0.52183,             0.27041,            0.026246,           0.0027455,                   0,           0.0062502,           0.0062502,           0.0062502
                  19,            0.054704,           0.0034716,                   0,             0.70912,             0.50476,             0.54073,             0.27274,            0.025921,           0.0026084,                   0,           0.0062158,           0.0062158,           0.0062158
                  20,            0.053904,           0.0033755,                   0,             0.61892,             0.54801,             0.54348,             0.27515,            0.025582,           0.0027402,                   0,           0.0061795,           0.0061795,           0.0061795
                  21,            0.052692,           0.0033822,                   0,             0.59551,             0.55685,             0.54121,             0.27132,            0.025994,            0.002585,                   0,           0.0061415,           0.0061415,           0.0061415
                  22,            0.052146,           0.0033449,                   0,             0.62674,             0.57415,             0.56293,              0.3044,            0.024151,           0.0026115,                   0,           0.0061017,           0.0061017,           0.0061017
                  23,            0.051677,           0.0034529,                   0,             0.61745,             0.48844,             0.48798,             0.26861,            0.025276,           0.0028605,                   0,           0.0060601,           0.0060601,           0.0060601
                  24,            0.052851,           0.0034116,                   0,             0.66835,             0.50204,             0.52364,             0.28685,            0.024626,            0.002831,                   0,           0.0060169,           0.0060169,           0.0060169
                  25,            0.050124,           0.0033363,                   0,             0.66194,             0.50883,               0.556,             0.31242,            0.023307,            0.002713,                   0,           0.0059719,           0.0059719,           0.0059719
                  26,            0.049221,           0.0033177,                   0,             0.69196,             0.52381,              0.5692,             0.32687,            0.022949,             0.00266,                   0,           0.0059253,           0.0059253,           0.0059253
                  27,            0.048768,           0.0033375,                   0,              0.6965,             0.51701,              0.5794,             0.32247,            0.023204,           0.0026373,                   0,           0.0058771,           0.0058771,           0.0058771
                  28,            0.049584,           0.0033586,                   0,             0.64998,             0.52245,             0.56387,             0.31318,            0.022922,           0.0026806,                   0,           0.0058273,           0.0058273,           0.0058273
                  29,            0.049489,           0.0032752,                   0,             0.64324,             0.56871,             0.58688,              0.3292,            0.022629,           0.0026204,                   0,            0.005776,            0.005776,            0.005776
                  30,            0.050023,           0.0032569,                   0,             0.68393,              0.5483,             0.60757,             0.34646,            0.022427,           0.0025179,                   0,           0.0057231,           0.0057231,           0.0057231
                  31,            0.048822,           0.0032606,                   0,              0.6653,             0.56054,             0.59954,             0.33964,            0.022428,           0.0025337,                   0,           0.0056688,           0.0056688,           0.0056688
                  32,            0.047806,           0.0031954,                   0,             0.65096,             0.59456,             0.60847,             0.34649,             0.02231,           0.0024866,                   0,            0.005613,            0.005613,            0.005613
                  33,            0.048314,           0.0032377,                   0,             0.68378,             0.57663,             0.61561,             0.35642,            0.022162,           0.0024542,                   0,           0.0055558,           0.0055558,           0.0055558
                  34,            0.047503,            0.003217,                   0,             0.71658,             0.57143,             0.62554,             0.35846,            0.022055,           0.0024364,                   0,           0.0054973,           0.0054973,           0.0054973
                  35,            0.046383,           0.0031742,                   0,             0.76607,             0.54801,             0.63316,             0.36946,            0.021793,           0.0024336,                   0,           0.0054374,           0.0054374,           0.0054374
                  36,            0.046385,           0.0031211,                   0,             0.73405,              0.5708,             0.63558,             0.37572,            0.021675,           0.0024312,                   0,           0.0053763,           0.0053763,           0.0053763
                  37,            0.045927,           0.0031808,                   0,             0.69739,             0.59592,             0.64021,             0.37387,            0.021758,           0.0024068,                   0,           0.0053139,           0.0053139,           0.0053139
                  38,            0.045492,           0.0031291,                   0,             0.67427,             0.61361,             0.64386,             0.37668,             0.02168,           0.0023843,                   0,           0.0052503,           0.0052503,           0.0052503
                  39,            0.046073,           0.0030455,                   0,             0.71906,             0.56871,              0.6391,             0.37664,            0.021637,           0.0023834,                   0,           0.0051855,           0.0051855,           0.0051855
                  40,             0.04554,           0.0030875,                   0,             0.71854,             0.57659,             0.63579,             0.37286,            0.021581,           0.0023968,                   0,           0.0051197,           0.0051197,           0.0051197
                  41,            0.046361,           0.0030272,                   0,             0.74199,             0.55646,             0.63462,             0.36938,            0.021549,           0.0023996,                   0,           0.0050528,           0.0050528,           0.0050528
                  42,            0.045587,           0.0030382,                   0,             0.70359,             0.58503,             0.63526,             0.37305,             0.02147,           0.0023996,                   0,           0.0049848,           0.0049848,           0.0049848
                  43,            0.045117,           0.0031467,                   0,             0.73753,              0.5658,             0.64271,             0.37936,            0.021426,           0.0023923,                   0,           0.0049159,           0.0049159,           0.0049159
                  44,            0.045109,           0.0030659,                   0,             0.69997,             0.58503,             0.64195,             0.38147,            0.021382,           0.0023866,                   0,           0.0048461,           0.0048461,           0.0048461
                  45,            0.045872,           0.0031157,                   0,             0.73158,             0.55782,             0.63467,             0.38008,            0.021364,           0.0024064,                   0,           0.0047754,           0.0047754,           0.0047754
                  46,            0.044409,           0.0030386,                   0,             0.76738,             0.53858,             0.63737,              0.3823,            0.021336,           0.0024166,                   0,           0.0047038,           0.0047038,           0.0047038
                  47,            0.045246,           0.0029687,                   0,             0.70177,             0.58639,             0.64115,             0.38585,            0.021316,           0.0024159,                   0,           0.0046315,           0.0046315,           0.0046315
                  48,            0.043416,           0.0028806,                   0,             0.70515,             0.58894,             0.64357,             0.38565,             0.02128,           0.0024086,                   0,           0.0045584,           0.0045584,           0.0045584
                  49,            0.043881,           0.0029975,                   0,             0.73549,             0.57124,             0.64816,             0.38632,            0.021281,           0.0024026,                   0,           0.0044847,           0.0044847,           0.0044847
                  50,            0.043657,           0.0029999,                   0,             0.69074,             0.60472,             0.64968,             0.38654,            0.021273,           0.0023979,                   0,           0.0044103,           0.0044103,           0.0044103
                  51,            0.042948,           0.0030104,                   0,              0.6713,             0.62585,             0.65054,             0.38647,            0.021257,           0.0023923,                   0,           0.0043354,           0.0043354,           0.0043354
                  52,            0.043799,           0.0030643,                   0,             0.74731,             0.57136,             0.65064,             0.38778,            0.021228,           0.0023899,                   0,           0.0042599,           0.0042599,           0.0042599
                  53,            0.042501,           0.0029074,                   0,             0.75285,             0.57279,              0.6527,             0.38958,            0.021221,             0.00238,                   0,            0.004184,            0.004184,            0.004184
                  54,             0.04178,            0.002916,                   0,             0.74372,             0.57823,             0.65245,             0.38983,            0.021216,           0.0023727,                   0,           0.0041076,           0.0041076,           0.0041076
                  55,            0.041902,           0.0029189,                   0,             0.71949,             0.60136,             0.65363,             0.38998,            0.021215,           0.0023654,                   0,           0.0040309,           0.0040309,           0.0040309
                  56,            0.043191,           0.0029441,                   0,             0.72907,              0.5932,             0.65457,             0.39081,            0.021204,           0.0023608,                   0,           0.0039538,           0.0039538,           0.0039538
                  57,            0.041593,           0.0029205,                   0,             0.75481,             0.57801,              0.6552,             0.39052,            0.021188,           0.0023577,                   0,           0.0038765,           0.0038765,           0.0038765
                  58,            0.042278,           0.0028752,                   0,             0.68804,             0.62585,             0.65544,             0.39018,            0.021172,           0.0023588,                   0,           0.0037989,           0.0037989,           0.0037989
                  59,            0.042156,           0.0029783,                   0,             0.69446,             0.61633,             0.65304,             0.38948,            0.021134,           0.0023611,                   0,           0.0037212,           0.0037212,           0.0037212
                  60,            0.041876,           0.0029006,                   0,             0.73197,             0.59184,              0.6537,             0.39227,            0.021109,            0.002357,                   0,           0.0036434,           0.0036434,           0.0036434
                  61,            0.040937,           0.0028417,                   0,             0.72767,             0.59985,             0.65512,             0.39233,            0.021087,            0.002354,                   0,           0.0035655,           0.0035655,           0.0035655
                  62,            0.040386,            0.002802,                   0,             0.72223,             0.60272,             0.65645,             0.39265,            0.021081,           0.0023502,                   0,           0.0034877,           0.0034877,           0.0034877
                  63,            0.040493,           0.0028464,                   0,             0.73047,             0.60103,             0.65486,             0.39055,            0.021064,           0.0023476,                   0,           0.0034099,           0.0034099,           0.0034099
                  64,            0.039773,           0.0027907,                   0,             0.72782,             0.60136,             0.65367,             0.39065,            0.021052,           0.0023445,                   0,           0.0033322,           0.0033322,           0.0033322
                  65,            0.040295,           0.0028467,                   0,             0.74217,             0.59592,              0.6569,             0.39143,             0.02104,           0.0023405,                   0,           0.0032546,           0.0032546,           0.0032546
                  66,            0.039365,           0.0027188,                   0,             0.75077,             0.59018,             0.65797,             0.39204,            0.021024,           0.0023358,                   0,           0.0031773,           0.0031773,           0.0031773
                  67,            0.039529,           0.0027811,                   0,             0.74092,             0.59592,             0.65787,             0.39303,            0.021007,           0.0023336,                   0,           0.0031002,           0.0031002,           0.0031002
                  68,            0.039129,           0.0027697,                   0,             0.73993,             0.60136,             0.66031,             0.39451,            0.020991,           0.0023324,                   0,           0.0030235,           0.0030235,           0.0030235
                  69,            0.039841,           0.0027326,                   0,             0.74296,             0.59864,             0.66096,             0.39604,            0.020971,           0.0023291,                   0,           0.0029471,           0.0029471,           0.0029471
                  70,            0.039036,           0.0027068,                   0,              0.7495,             0.59434,             0.66185,             0.39621,            0.020954,           0.0023264,                   0,           0.0028712,           0.0028712,           0.0028712
                  71,            0.039568,           0.0026993,                   0,             0.76189,              0.5877,             0.66262,             0.39722,            0.020932,           0.0023238,                   0,           0.0027957,           0.0027957,           0.0027957
                  72,            0.038294,           0.0026655,                   0,             0.75703,             0.59048,             0.66302,             0.39788,            0.020911,           0.0023235,                   0,           0.0027208,           0.0027208,           0.0027208
                  73,            0.038743,            0.002618,                   0,             0.75472,             0.59184,              0.6643,             0.39861,             0.02089,           0.0023242,                   0,           0.0026464,           0.0026464,           0.0026464
                  74,             0.03837,           0.0026332,                   0,             0.75375,             0.59184,             0.66506,             0.39852,            0.020889,           0.0023231,                   0,           0.0025726,           0.0025726,           0.0025726
                  75,            0.038565,           0.0026596,                   0,             0.74266,             0.60073,             0.66617,              0.3982,            0.020885,            0.002322,                   0,           0.0024996,           0.0024996,           0.0024996
                  76,            0.037418,           0.0025864,                   0,             0.74912,              0.5972,             0.66555,             0.39893,            0.020878,           0.0023196,                   0,           0.0024273,           0.0024273,           0.0024273
                  77,            0.037813,           0.0027095,                   0,             0.78402,             0.57551,             0.66649,             0.39949,            0.020871,           0.0023183,                   0,           0.0023557,           0.0023557,           0.0023557
                  78,             0.03724,           0.0026223,                   0,             0.78514,             0.57671,             0.66769,             0.39892,            0.020856,           0.0023163,                   0,            0.002285,            0.002285,            0.002285
                  79,            0.036566,           0.0026498,                   0,             0.78736,             0.57551,             0.66938,             0.39992,            0.020847,           0.0023156,                   0,           0.0022152,           0.0022152,           0.0022152
                  80,            0.036481,           0.0025314,                   0,              0.7802,             0.57952,             0.66855,             0.40071,            0.020841,           0.0023148,                   0,           0.0021463,           0.0021463,           0.0021463
                  81,             0.03755,           0.0025356,                   0,              0.7921,              0.5754,              0.6689,             0.40165,            0.020839,           0.0023129,                   0,           0.0020783,           0.0020783,           0.0020783
                  82,            0.037058,           0.0025573,                   0,              0.7935,             0.57551,             0.67029,             0.40225,            0.020836,           0.0023103,                   0,           0.0020114,           0.0020114,           0.0020114
                  83,              0.0366,           0.0025406,                   0,             0.79309,             0.57551,             0.67062,             0.40293,            0.020832,           0.0023071,                   0,           0.0019455,           0.0019455,           0.0019455
                  84,            0.036335,           0.0025348,                   0,             0.79244,             0.57687,             0.67088,             0.40274,            0.020826,           0.0023065,                   0,           0.0018808,           0.0018808,           0.0018808
                  85,             0.03754,           0.0026593,                   0,              0.8007,             0.57395,              0.6708,             0.40287,            0.020825,           0.0023055,                   0,           0.0018172,           0.0018172,           0.0018172
                  86,            0.036023,           0.0024841,                   0,             0.79299,             0.57959,             0.67015,             0.40256,            0.020827,           0.0023068,                   0,           0.0017548,           0.0017548,           0.0017548
                  87,            0.036087,           0.0025171,                   0,             0.79509,             0.58073,             0.67008,               0.402,            0.020827,           0.0023078,                   0,           0.0016937,           0.0016937,           0.0016937
                  88,            0.035807,           0.0024936,                   0,             0.79876,             0.57959,             0.67418,             0.40467,            0.020826,           0.0023081,                   0,           0.0016338,           0.0016338,           0.0016338
                  89,            0.034955,           0.0024949,                   0,             0.80222,             0.57959,             0.67456,             0.40503,            0.020821,            0.002308,                   0,           0.0015752,           0.0015752,           0.0015752
                  90,            0.035081,           0.0024773,                   0,             0.80491,             0.57817,             0.67437,               0.405,            0.020815,           0.0023089,                   0,           0.0015181,           0.0015181,           0.0015181
                  91,            0.035284,           0.0024928,                   0,             0.80875,             0.57533,             0.67434,             0.40489,            0.020813,           0.0023088,                   0,           0.0014623,           0.0014623,           0.0014623
                  92,            0.034803,           0.0024526,                   0,             0.80068,             0.57959,             0.67409,             0.40506,            0.020811,             0.00231,                   0,           0.0014079,           0.0014079,           0.0014079
                  93,            0.033491,           0.0024169,                   0,             0.80339,              0.5782,             0.67383,             0.40552,            0.020808,             0.00231,                   0,           0.0013551,           0.0013551,           0.0013551
                  94,            0.034567,           0.0024485,                   0,             0.78117,             0.59048,             0.67416,             0.40499,            0.020806,           0.0023088,                   0,           0.0013037,           0.0013037,           0.0013037
                  95,            0.034013,           0.0023709,                   0,             0.77938,             0.59184,             0.67452,             0.40464,            0.020808,           0.0023093,                   0,            0.001254,            0.001254,            0.001254
                  96,            0.034324,            0.002423,                   0,             0.80754,             0.57656,             0.67404,             0.40475,            0.020811,           0.0023093,                   0,           0.0012057,           0.0012057,           0.0012057
                  97,            0.034566,           0.0024093,                   0,             0.78033,             0.59048,             0.67352,             0.40439,            0.020815,           0.0023075,                   0,           0.0011592,           0.0011592,           0.0011592
                  98,            0.034358,           0.0023551,                   0,             0.81613,             0.57415,             0.67229,             0.40545,            0.020823,           0.0023052,                   0,           0.0011142,           0.0011142,           0.0011142
                  99,            0.034238,            0.002443,                   0,             0.79004,             0.58875,             0.67234,             0.40606,            0.020824,           0.0023034,                   0,            0.001071,            0.001071,            0.001071
                 100,            0.033321,           0.0023955,                   0,             0.79199,             0.58776,             0.67369,             0.40602,            0.020828,           0.0023022,                   0,           0.0010294,           0.0010294,           0.0010294
                 101,            0.032937,           0.0023202,                   0,              0.7943,             0.58776,             0.67428,             0.40653,            0.020832,           0.0023011,                   0,          0.00098959,          0.00098959,          0.00098959
                 102,            0.033646,           0.0023435,                   0,             0.79595,             0.58908,             0.67439,             0.40778,            0.020837,           0.0022985,                   0,          0.00095154,          0.00095154,          0.00095154
                 103,            0.033637,           0.0023007,                   0,             0.79701,             0.58763,             0.67454,             0.40817,            0.020832,           0.0022985,                   0,          0.00091528,          0.00091528,          0.00091528
                 104,            0.033278,           0.0023553,                   0,             0.79779,             0.58639,               0.674,             0.40921,            0.020829,           0.0022984,                   0,          0.00088084,          0.00088084,          0.00088084
                 105,            0.033571,           0.0023042,                   0,             0.78907,             0.59184,             0.67434,             0.40913,            0.020824,           0.0022971,                   0,          0.00084824,          0.00084824,          0.00084824
                 106,            0.032874,           0.0022974,                   0,             0.81293,             0.57959,             0.67524,             0.41027,            0.020825,           0.0022956,                   0,           0.0008175,           0.0008175,           0.0008175
                 107,            0.033423,           0.0022843,                   0,             0.79091,             0.59182,             0.67667,             0.41129,            0.020828,           0.0022966,                   0,          0.00078865,          0.00078865,          0.00078865
                 108,            0.032875,           0.0022626,                   0,             0.78921,              0.5932,             0.67593,             0.41199,            0.020837,           0.0022954,                   0,           0.0007617,           0.0007617,           0.0007617
                 109,            0.033163,           0.0023028,                   0,             0.78689,             0.59456,             0.67541,             0.41204,            0.020845,           0.0022934,                   0,          0.00073667,          0.00073667,          0.00073667
                 110,            0.032293,           0.0022475,                   0,             0.79368,              0.5914,             0.67603,             0.41208,            0.020851,           0.0022915,                   0,          0.00071357,          0.00071357,          0.00071357
                 111,            0.032261,           0.0022525,                   0,             0.79373,             0.59184,             0.67415,             0.41255,            0.020859,           0.0022911,                   0,          0.00069244,          0.00069244,          0.00069244
                 112,            0.032509,           0.0021836,                   0,             0.76932,               0.608,             0.67396,             0.41291,            0.020865,           0.0022909,                   0,          0.00067327,          0.00067327,          0.00067327
                 113,            0.032388,           0.0022274,                   0,             0.79668,             0.59184,              0.6743,             0.41331,            0.020875,           0.0022911,                   0,          0.00065608,          0.00065608,          0.00065608
                 114,            0.032517,           0.0022536,                   0,             0.79156,             0.59456,             0.67441,             0.41247,            0.020885,           0.0022904,                   0,          0.00064089,          0.00064089,          0.00064089
                 115,            0.032072,           0.0022804,                   0,             0.79091,              0.5932,              0.6734,             0.41145,            0.020893,           0.0022905,                   0,          0.00062771,          0.00062771,          0.00062771
                 116,            0.031922,           0.0022441,                   0,             0.79219,             0.59728,             0.67348,             0.41137,            0.020904,           0.0022907,                   0,          0.00061653,          0.00061653,          0.00061653
                 117,            0.032623,           0.0022316,                   0,             0.78827,             0.59592,             0.67265,             0.41155,            0.020916,           0.0022922,                   0,          0.00060738,          0.00060738,          0.00060738
                 118,            0.031996,            0.002352,                   0,             0.79255,             0.59456,             0.67368,              0.4124,            0.020921,           0.0022941,                   0,          0.00060025,          0.00060025,          0.00060025
                 119,            0.031988,           0.0022381,                   0,             0.78946,             0.59689,             0.67412,              0.4118,             0.02093,           0.0022949,                   0,          0.00059516,          0.00059516,          0.00059516
